Playbook Path,Play Name,Task Name,duplicated code,complex playbook,high playbook coupling,Large Playbook,Unnecessary set_fact,Overriding facts,Incohesive Playbook,Unecessary Abstraction ,Insufficient Modularization,Inconsistent Naming Convention ,Large Play,Unnamed Play,Large Task,Long Task Name
https://github.com/wcm-io-devops/ansible-conga-aem-dispatcher/blob/master/tasks/setup_RedHat.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set APACHE_LOG_DIR variable,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy conf.d CONGA files,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/fubarhouse/ansible-role-golang/blob/master/tasks/install-git.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Go-Lang | Ensure directory is absent,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Go-Lang | Ensure directory is empty,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Go-Lang | Clone distribution,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Go-Lang | Build from source,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/kubernetes-sigs/kubespray/blob/master/roles/download/tasks/download_container.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
https://github.com/theforeman/forklift/blob/master/roles/plugins/foreman_openscap/install/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install openscap plugin,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install foreman openscap puppet module,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ilkilab/agorakube/blob/master/roles/setup-etcd/tasks/clean-previous-etcd-install.yaml,,,0,0,0,0,0,0,0,0,0,#,#,#,#,#
,,Find old ETCD dir binaries,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete prevous etcd binaries,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-ansible/blob/master/tripleo_ansible/roles/tripleo_timemaster/tasks/config.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Disable chronyd,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable ptp4l,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Disable phc2sys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install timemaster configuration file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart timemaster with config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/maticnetwork/node-ansible/blob/master/playbooks/bor.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Install Bor,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/cjeanner/tripleo-lab/blob/master/roles/undercloud/tasks/pkg-build.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Set some facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set libselinux name for python3,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set libselinux name for python2,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install DLRN deps,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install mock from EPEL,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create mock group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add stack to mock group,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Clean DLRN directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure DLRN directory is present,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Push projects config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install and update pip in venv,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install rdopkg in virtualenv,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install DLRN in virtualenv,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fetch rdoinfo,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Build packages,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ArdanaCLM/ardana-ansible/blob/master/roles/deployer-setup/tasks/configure-bash.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,deployer-setup | configure-bash | Unset HISTCONTROL in the environment,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,deployer-setup | configure-bash | HISTCONTROL comment fixing,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-ansible/blob/master/tripleo_ansible/roles/tripleo_cephadm/tasks/rbd_mirror.yaml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Deploy the RBD Mirror daemon,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Configure RBD mirror,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/nertwork/nextcloud-containerized/blob/master/tasks/files.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Create /var/ansible dir,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Create nextcloud nginx file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create nextcloud remoteip file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/CenterForOpenScience/cos-ansible-base/blob/master/roles/docker-postgres-barman/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Ensure docker postgres barman directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker postgres barman barman.conf file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker postgres barman crontab file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copy docker postgres barman barman.d directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart docker postgres barman container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Run docker postgres barman container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/adoptium/infrastructure/blob/master/ansible/playbooks/AdoptOpenJDK_Unix_Playbook/roles/Docker/tasks/rhel.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Import Docker Repo key,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Docker Repo x86-64/ppc64le,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Docker repo for s390x on RHEL,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/manila/tasks/config.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Ensuring config directories exist,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check if policies shall be overwritten,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set manila policy file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copying over config.json files for services,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copying over manila.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copying over manila-share.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Copying over existing policy file,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/att-comdev/halcyon-kubernetes/blob/master/kube-deploy/roles/kube-join/tasks/workers.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,join workers to the initialized kubernetes cluster,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/dimagi/commcare-cloud/blob/master/src/commcare_cloud/ansible/roles/cloudwatch_logs/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Configure and start cloudwatch agent,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/ConnectBox/connectbox-pi/blob/master/ansible/roles/ansible-postgresql/tasks/main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Set version fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set OS-specific variables,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set pgdata fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set conf dir fact,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create conf.d,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check for conf.d include in postgresql.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set conf.d include in postgresql.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Include 25ansible_postgresql.conf in postgresql.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Set config options,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install pg_hba.conf,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Check For Existing,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure PostgreSQL is running,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/spantaleev/matrix-docker-ansible-deploy/blob/master/roles/custom/matrix-synapse/tasks/register_user.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Fail if playbook called incorrectly,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fail if playbook called incorrectly,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Fail if playbook called incorrectly,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Ensure matrix-synapse is started,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Wait a while, so that Synapse can manage to start",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Register user,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/AtlasOfLivingAustralia/ala-install/blob/master/ansible/roles/layer-ingestion/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,install Postgis and GDAL Execs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure layer-ingestion directory exists,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,clean layer-ingestion existing extract,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy ingestion zip,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install unzip (Debian only),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,unzip layer-ingestion,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,unzip layer-ingestion,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Azure/azure_preview_modules/blob/master/tests/integration/targets/azure_rm_appserviceplan/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Prepare facts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create a windows plan,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,assert app service was created,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create a linux plan,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,assert app service was created,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,get app service plan by name,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,assert is_linux is True,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,create linux app service plan idempotent,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,assert app service was created,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,update a windows plan sku,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,assert app service was updated,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, update a linux plan number of workers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,assert app service was updated,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/collectd/rabbitmq/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,install collectd-rabbitmq,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install collectd rabbitmq config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Let collectd talk to the RabbitMQ management interface,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/oravirt/ansible-oracle/blob/master/roles/oradb_rman/tasks/main.yml,,,0,1,0,1,0,0,0,0,1,0,#,#,#,#
,,Default Destinations for RMAN,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Warn if old style password variable is used,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,configure autofs for RMAN,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create Mountpoint,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Restart autofs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create bin-Directory for rman_backup,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create log-Directory for cron output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create Directory for rman-scripts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Create Directory for rman-logfiles,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,copy rman_backup.sh,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, copy RMAN scipts,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create directory for TNS_ADMIN,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Template sqlnet.ora for rman catalog wallet,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Template tnsnames.ora for rman catalog,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Wallet create,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,List wallet contents,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Wallet createCredential,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Wallet modifyCredential to ensure password is up to date,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Register Database in RMAN Catalog,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Execute RMAN-Script at playbook,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,RMAN-Script at playbook output,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Add Environment variables to /etc/cron.d,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create crontab entries for RMAN Backup,#,#,#,#,#,#,#,#,#,#,#,#,1,0
,,Remove crontab entries for RMAN Backup,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create directory for mk-job,#,#,#,#,#,#,#,#,#,#,#,#,1,0
https://github.com/redhat-openstack/ansible-nfv/blob/master/roles/post_install/overcloud_nodes_tasks/tasks/main.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Include Controller tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Include Compute tasks,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/henrysher/fedora-infra-ansible/blob/master/roles/copr/backend/tasks/install_cloud_cert.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,copy .pem,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,update certificates,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/robertdebock/ansible-role-reboot/blob/master/tasks/reboot.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,reboot | Flush notified handlers,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,reboot | Reboot the machine,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,reboot | 1 wait for the start of reboot,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,reboot | 2 wait for the machine to be up,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,reboot | 3 gather facts after reboot,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/IBM/ibm-spectrum-scale-install-infra/blob/master/roles/gui/cluster/tasks/chpasswdpolicy.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,chpasswdpolicy | Change default password Policy,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/NationalGenomicsInfrastructure/irma-provision/blob/master/roles/taca/tasks/main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Fetch TACA-ngi-pipeline from GitHub,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install TACA-ngi-pipeline requirements,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Install TACA-ngi-pipeline,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create TACA delivery configs directory,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create TACA resources folders for each site,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy uppsala piper config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy uppsala sarek config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy uppsala sarek WES config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Deploy sthlm_taca_cleanup.yml config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy sthlm_fastq_taca_delivery.yml config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy WGS standard stockholm configs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Deploy sthlm sarek config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy application specific stockholm configs,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy runfolder delivery stockholm config,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Deploy script for softlinking sthlm delivery Readmes,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Store taca tools version on deployment,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Azure/azure_preview_modules/blob/master/tests/integration/targets/azure_rm_publicipaddress/tasks/main.yml,,,0,0,0,1,0,0,0,0,0,0,#,#,#,#
,,Create domain name,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove public ip,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create public ip,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Should be idempotent,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Update tags,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Gather facts, filtering by tag",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Purge all tags,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts for a public ip,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts for all public ips,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Remove public ip,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Gather facts for a public ip,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/tripleo-quickstart-extras/blob/master/playbooks/quickstart-extras-undercloud.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,Deploy the FreeIPA server,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,Setup the undercloud,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,Deploy the undercloud,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,Download amphora image for octavia,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
https://github.com/gluster/gdeploy/blob/master/playbooks/oc-delete.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,play,,#,#,#,#,#,#,#,#,#,#,0,0,#,#
,,Kubectl delete resources based on filename,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Kubectl delete resources based on name,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Kubectl delete resources based on label,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Kubectl delete resources based on UUID,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Kubectl delete all resources otherwise,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/stackhpc/ansible-role-libvirt-vm/blob/master/tasks/destroy-vm.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Check the VM's status,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Destory the VM is existing,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/manala/ansible-role-apt/blob/master/tasks/holds.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,holds > Apt show holds,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,holds > Set selections,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/memcached/tasks/check-containers.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Check memcached container,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/kolla-ansible/blob/master/ansible/roles/barbican/tasks/loadbalancer.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Configure loadbalancer for {{ project_name }},#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/Azure/azure_modules/blob/master/tests/integration/targets/azure_rm_mysqlserver/tasks/main.yml,,,1,1,0,1,0,0,0,0,1,0,#,#,#,#
,,Prepare random number,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create instance of MySQL Server -- check mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the resource instance is well created,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create instance of MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the resource instance is well created,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create again instance of MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has not changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,"Update instance of MySQL Server, change storage size",#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has not changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create second instance of MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create second instance of MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that facts are returned,#,#,#,#,#,#,#,#,#,#,#,#,0,1
,,Gather facts MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that facts are returned,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create instance of MySQL Database -- check mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create instance of MySQL Database,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the resource instance is well created,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create again instance of MySQL Database,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has not changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Try to update database without force_update,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that nothing has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Update instance of database using force_update,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create second instance of MySQL Database,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts MySQL Database,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that facts are returned,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,, Gather facts MySQL Database,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete instance of MySQL Database -- check mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete instance of MySQL Database,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete unexisting instance of MySQL Database,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create instance of Firewall Rule -- check mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the resource instance is well created,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create instance of Firewall Rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the resource instance is well created,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create again instance of Firewall Rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has not changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete instance of Firewall Rule -- check mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create instance of Firewall Rule -- second,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts MySQL Firewall Rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that facts are returned,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts MySQL Firewall Rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that facts are returned,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete instance of Firewall Rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete unexisting instance of Firewall Rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete instance of Firewall Rule - second,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts MySQL Firewall Rule,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that empty list was returned,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Create instance of Configuration -- check mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that change was registered,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Try to delete default configuraion,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Try to delete default configuraion,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that change was registered,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Try to change default configuraion,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that change was registered,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Try to change default configuration -- idempotent,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Try to reset configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that change was registered,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Try to reset configuration -- idempotent,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that change was registered,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts MySQL Configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that facts are returned,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Gather facts MySQL Configuration,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert that facts are returned,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete instance of MySQL Server -- check mode,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete instance of MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete unexisting instance of MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Assert the state has changed,#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,Delete second instance of MySQL Server,#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/contiv/ansible/blob/master/roles/nfs/tasks/server.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,install nfs server (redhat),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,install nfs server (debian),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,enable nfs server services (redhat),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,start nfs server services (redhat),#,#,#,#,#,#,#,#,#,#,#,#,0,0
,,ensure nfs service is running (debian),#,#,#,#,#,#,#,#,#,#,#,#,0,0
https://github.com/openstack/openstack-ansible-ceph_client/blob/master/tasks/ceph_preinstall_apt.yml,,,0,0,0,0,0,0,0,0,0,0,#,#,#,#
,,Remove revoked ceph apt-keys,#,#,#,#,#,#,#,#,#,#,#,#,0,0
